2005-10-18,23,"$11,800.00"
2005-10-19,23,"$11,800.00"
2005-10-20,23,"$11,800.00"
2005-10-21,23,"$11,800.00"
2005-10-22,23,"$11,800.00"
2005-10-23,23,"$11,800.00"
2005-10-24,23,"$11,800.00"
2005-10-25,23,"$11,800.00"
2005-10-26,23,"$11,800.00"
2005-10-27,23,"$11,800.00"
2005-10-28,23,"$11,800.00"
2005-10-29,23,"$11,800.00"
2005-10-30,23,"$11,800.00"
2005-10-31,23,"$11,800.00"
2005-11-01,23,"$11,800.00"
2005-11-02,23,"$11,800.00"
2005-11-03,23,"$11,800.00"
2005-11-04,23,"$11,800.00"
2005-11-05,23,"$11,800.00"
2005-11-06,23,"$11,800.00"
2005-11-07,23,"$11,800.00"
2005-11-08,23,"$11,800.00"
2005-11-09,23,"$11,800.00"
2005-11-10,23,"$11,800.00"
2005-11-11,23,"$11,800.00"
2005-11-12,,
2005-11-13,,
2005-11-14,,
2005-11-15,25,"$11,700.00"
2005-11-16,25,"$11,700.00"
2005-11-17,25,"$11,700.00"
2005-11-18,25,"$11,700.00"
2005-11-19,25,"$11,700.00"
2005-11-20,25,"$11,700.00"
2005-11-21,25,"$11,700.00"
2005-11-22,25,"$11,700.00"
2005-11-23,25,"$11,700.00"
2005-11-24,25,"$11,700.00"
2005-11-25,25,"$11,700.00"
2005-11-26,25,"$11,700.00"
2005-11-27,25,"$11,700.00"
2005-11-28,25,"$11,700.00"
2005-11-29,25,"$11,700.00"
2005-11-30,25,"$11,700.00"
2005-12-01,25,"$11,700.00"
2005-12-02,25,"$11,700.00"
2005-12-03,25,"$11,700.00"
2005-12-04,25,"$11,700.00"
2005-12-05,25,"$11,700.00"
2005-12-06,25,"$11,700.00"
2005-12-07,25,"$11,700.00"
2005-12-08,25,"$11,700.00"
2005-12-09,25,"$11,700.00"
2005-12-10,25,"$11,700.00"
2005-12-11,25,"$11,700.00"
2005-12-12,25,"$11,700.00"
2005-12-13,,
2005-12-14,,
2005-12-15,,
2005-12-16,,
2005-12-17,,
2005-12-18,,
2005-12-19,,
2005-12-20,,
2005-12-21,,
2005-12-22,,
2005-12-23,,
2005-12-24,,
2005-12-25,,
2005-12-26,,
2005-12-27,,
2005-12-28,,
2005-12-29,,
2005-12-30,,
2005-12-31,,
2006-01-01,,
2006-01-02,,
2006-01-03,,
2006-01-04,,
2006-01-05,,
2006-01-06,,
2006-01-07,,
2006-01-08,,
2006-01-09,,
2006-01-10,,
2006-01-11,,
2006-01-12,,
2006-01-13,,
2006-01-14,,
2006-01-15,,
2006-01-16,,
2006-01-17,,
2006-01-18,,
2006-01-19,,
2006-01-20,,
2006-01-21,,
2006-01-22,,
2006-01-23,,
2006-01-24,,
2006-01-25,,
2006-01-26,,
2006-01-27,,
2006-01-28,,
2006-01-29,,
2006-01-30,,
2006-01-31,,
2006-02-01,,
2006-02-02,,
2006-02-03,,
2006-02-04,,
2006-02-05,,
2006-02-06,,
2006-02-07,,
2006-02-08,,
2006-02-09,,
2006-02-10,,
2006-02-11,,
2006-02-12,,
2006-02-13,,
2006-02-14,,
2006-02-15,23,"$14,000.00"
2006-02-16,23,"$14,000.00"
2006-02-17,23,"$14,000.00"
2006-02-18,23,"$14,000.00"
2006-02-19,23,"$14,000.00"
2006-02-20,23,"$14,000.00"
2006-02-21,23,"$14,000.00"
2006-02-22,23,"$14,000.00"
2006-02-23,23,"$14,000.00"
2006-02-24,23,"$14,000.00"
2006-02-25,23,"$14,000.00"
2006-02-26,23,"$14,000.00"
2006-02-27,23,"$14,000.00"
2006-02-28,23,"$14,000.00"
2006-03-01,23,"$14,000.00"
2006-03-02,23,"$14,000.00"
2006-03-03,23,"$14,000.00"
2006-03-04,23,"$14,000.00"
2006-03-05,23,"$14,000.00"
2006-03-06,23,"$14,000.00"
2006-03-07,23,"$14,000.00"
2006-03-08,23,"$14,000.00"
2006-03-09,23,"$14,000.00"
2006-03-10,23,"$14,000.00"
2006-03-11,23,"$14,000.00"
2006-03-12,23,"$14,000.00"
2006-03-13,23,"$14,000.00"
2006-03-14,23,"$14,000.00"
2006-03-15,40,"$18,800.00"
2006-03-16,40,"$18,800.00"
2006-03-17,40,"$18,800.00"
2006-03-18,40,"$18,800.00"
2006-03-19,40,"$18,800.00"
2006-03-20,40,"$18,800.00"
2006-03-21,40,"$18,800.00"
2006-03-22,40,"$18,800.00"
2006-03-23,40,"$18,800.00"
2006-03-24,40,"$18,800.00"
2006-03-25,40,"$18,800.00"
2006-03-26,40,"$18,800.00"
2006-03-27,40,"$18,800.00"
2006-03-28,40,"$18,800.00"
2006-03-29,40,"$18,800.00"
2006-03-30,40,"$18,800.00"
2006-03-31,40,"$18,800.00"
2006-04-01,40,"$18,800.00"
2006-04-02,40,"$18,800.00"
2006-04-03,40,"$18,800.00"
2006-04-04,40,"$18,800.00"
2006-04-05,40,"$18,800.00"
2006-04-06,40,"$18,800.00"
2006-04-07,40,"$18,800.00"
2006-04-08,40,"$18,800.00"
2006-04-09,40,"$18,800.00"
2006-04-10,40,"$18,800.00"
2006-04-11,40,"$18,800.00"
2006-04-12,,
2006-04-13,,
2006-04-14,,
2006-04-15,28,"$10,225.00"
2006-04-16,28,"$10,225.00"
2006-04-17,28,"$10,225.00"
2006-04-18,28,"$10,225.00"
2006-04-19,37,"$13,800.00"
2006-04-20,41,"$14,775.00"
2006-04-21,46,"$18,550.00"
2006-04-22,51,"$20,725.00"
2006-04-23,56,"$23,175.00"
2006-04-24,59,"$24,575.00"
2006-04-25,60,"$25,025.00"
2006-04-26,62,"$26,025.00"
2006-04-27,67,"$28,525.00"
2006-04-28,71,"$31,100.00"
2006-04-29,72,"$31,550.00"
2006-04-30,72,"$31,550.00"
2006-05-01,73,"$31,950.00"
2006-05-02,77,"$34,300.00"
2006-05-03,77,"$34,300.00"
2006-05-04,83,"$36,600.00"
2006-05-05,86,"$37,775.00"
2006-05-06,88,"$38,225.00"
2006-05-07,92,"$39,675.00"
2006-05-08,96,"$41,375.00"
2006-05-09,96,"$41,375.00"
2006-05-10,98,"$42,625.00"
2006-05-11,99,"$43,850.00"
2006-05-12,99,"$43,850.00"
2006-05-13,72,"$34,100.00"
2006-05-14,74,"$35,050.00"
2006-05-15,107,"$53,775.00"
2006-05-16,108,"$54,575.00"
2006-05-17,103,"$52,925.00"
2006-05-18,100,"$52,250.00"
2006-05-19,98,"$49,850.00"
2006-05-20,95,"$49,325.00"
2006-05-21,93,"$48,075.00"
2006-05-22,91,"$47,200.00"
2006-05-23,95,"$49,650.00"
2006-05-24,94,"$48,925.00"
2006-05-25,90,"$46,875.00"
2006-05-26,88,"$45,575.00"
2006-05-27,90,"$46,300.00"
2006-05-28,91,"$46,575.00"
2006-05-29,91,"$46,450.00"
2006-05-30,89,"$45,000.00"
2006-05-31,92,"$46,950.00"
2006-06-01,87,"$44,925.00"
2006-06-02,85,"$44,500.00"
2006-06-03,85,"$44,350.00"
2006-06-04,81,"$42,900.00"
2006-06-05,77,"$41,200.00"
2006-06-06,86,"$45,750.00"
2006-06-07,89,"$46,750.00"
2006-06-08,89,"$47,400.00"
2006-06-09,91,"$48,400.00"
2006-06-10,90,"$47,925.00"
2006-06-11,89,"$47,775.00"
2006-06-12,57,"$29,200.00"
2006-06-13,61,"$29,775.00"
2006-06-14,59,"$28,300.00"
2006-06-15,85,"$45,200.00"
2006-06-16,85,"$45,550.00"
2006-06-17,83,"$43,900.00"
2006-06-18,82,"$43,650.00"
2006-06-19,82,"$43,625.00"
2006-06-20,77,"$40,725.00"
2006-06-21,76,"$40,450.00"
2006-06-22,76,"$40,250.00"
2006-06-23,75,"$39,250.00"
2006-06-24,73,"$38,350.00"
2006-06-25,74,"$38,625.00"
2006-06-26,75,"$39,225.00"
2006-06-27,77,"$41,275.00"
2006-06-28,77,"$41,500.00"
2006-06-29,76,"$41,225.00"
2006-06-30,78,"$42,325.00"
2006-07-01,78,"$42,725.00"
2006-07-02,84,"$46,875.00"
2006-07-03,88,"$48,975.00"
2006-07-04,85,"$50,125.00"
2006-07-05,83,"$48,650.00"
2006-07-06,85,"$48,425.00"
2006-07-07,84,"$47,725.00"
2006-07-08,85,"$48,000.00"
2006-07-09,84,"$47,200.00"
2006-07-10,86,"$48,875.00"
2006-07-11,84,"$48,700.00"
2006-07-12,83,"$49,000.00"
2006-07-13,58,"$32,675.00"
2006-07-14,57,"$31,850.00"
2006-07-15,58,"$32,600.00"
2006-07-16,56,"$31,650.00"
2006-07-17,56,"$31,625.00"
2006-07-18,56,"$31,625.00"
2006-07-19,57,"$32,100.00"
2006-07-20,57,"$32,350.00"
2006-07-21,58,"$32,925.00"
2006-07-22,60,"$34,325.00"
2006-07-23,66,"$40,025.00"
2006-07-24,66,"$40,750.00"
2006-07-25,68,"$40,600.00"
2006-07-26,76,"$46,500.00"
2006-07-27,86,"$49,500.00"
2006-07-28,90,"$50,275.00"
2006-07-29,96,"$54,525.00"
2006-07-30,93,"$51,475.00"
2006-07-31,94,"$52,400.00"
2006-08-01,89,"$46,950.00"
2006-08-02,96,"$48,700.00"
2006-08-03,102,"$51,425.00"
2006-08-04,106,"$54,125.00"
2006-08-05,105,"$53,850.00"
2006-08-06,108,"$55,450.00"
2006-08-07,106,"$54,400.00"
2006-08-08,106,"$55,375.00"
2006-08-09,110,"$57,650.00"
2006-08-10,113,"$60,025.00"
2006-08-11,113,"$59,275.00"
2006-08-12,115,"$60,750.00"
2006-08-13,115,"$60,750.00"
2006-08-14,117,"$62,675.00"
2006-08-15,117,"$62,675.00"
2006-08-16,120,"$64,875.00"
2006-08-17,122,"$65,950.00"
2006-08-18,124,"$66,425.00"
2006-08-19,123,"$66,250.00"
2006-08-20,117,"$61,050.00"
2006-08-21,117,"$60,900.00"
2006-08-22,111,"$58,100.00"
2006-08-23,101,"$50,900.00"
2006-08-24,93,"$49,650.00"
2006-08-25,91,"$48,375.00"
2006-08-26,84,"$44,225.00"
2006-08-27,83,"$44,125.00"
2006-08-28,82,"$43,575.00"
2006-08-29,86,"$46,325.00"
2006-08-30,77,"$43,950.00"
2006-08-31,69,"$40,075.00"
2006-09-01,68,"$40,475.00"
2006-09-02,72,"$43,525.00"
2006-09-03,70,"$42,225.00"
2006-09-04,73,"$43,650.00"
2006-09-05,73,"$43,175.00"
2006-09-06,72,"$42,150.00"
2006-09-07,68,"$39,350.00"
2006-09-08,70,"$40,725.00"
2006-09-09,71,"$41,450.00"
2006-09-10,73,"$42,900.00"
2006-09-11,71,"$40,950.00"
2006-09-12,75,"$43,425.00"
2006-09-13,71,"$40,750.00"
2006-09-14,74,"$42,800.00"
2006-09-15,72,"$42,500.00"
2006-09-16,72,"$42,600.00"
2006-09-17,76,"$46,175.00"
2006-09-18,74,"$44,725.00"
2006-09-19,76,"$45,275.00"
2006-09-20,78,"$44,750.00"
2006-09-21,84,"$44,625.00"
2006-09-22,80,"$43,425.00"
2006-09-23,85,"$44,025.00"
2006-09-24,84,"$43,275.00"
2006-09-25,84,"$43,150.00"
2006-09-26,81,"$41,600.00"
2006-09-27,81,"$41,925.00"
2006-09-28,83,"$42,125.00"
2006-09-29,84,"$41,375.00"
2006-09-30,87,"$42,825.00"
2006-10-01,90,"$46,425.00"
2006-10-02,87,"$44,525.00"
2006-10-03,86,"$43,775.00"
2006-10-04,86,"$43,100.00"
2006-10-05,86,"$43,600.00"
2006-10-06,86,"$42,800.00"
2006-10-07,83,"$40,100.00"
2006-10-08,88,"$44,100.00"
2006-10-09,89,"$45,000.00"
2006-10-10,92,"$45,350.00"
2006-10-11,96,"$47,850.00"
2006-10-12,91,"$44,525.00"
2006-10-13,92,"$44,800.00"
2006-10-14,95,"$45,775.00"
2006-10-15,94,"$44,075.00"
2006-10-16,103,"$48,850.00"
2006-10-17,105,"$50,150.00"
2006-10-18,111,"$54,775.00"
2006-10-19,108,"$55,500.00"
2006-10-20,108,"$56,250.00"
2006-10-21,103,"$55,325.00"
2006-10-22,106,"$59,375.00"
2006-10-23,103,"$57,275.00"
2006-10-24,102,"$56,750.00"
2006-10-25,106,"$58,200.00"
2006-10-26,110,"$59,775.00"
2006-10-27,113,"$61,900.00"
2006-10-28,110,"$58,675.00"
2006-10-29,111,"$56,050.00"
2006-10-30,113,"$58,075.00"
2006-10-31,120,"$61,675.00"
2006-11-01,125,"$62,700.00"
2006-11-02,124,"$61,750.00"
2006-11-03,151,"$72,975.00"
2006-11-04,235,"$115,800.00"
2006-11-05,349,"$177,500.00"
2006-11-06,396,"$200,625.00"
2006-11-07,438,"$227,050.00"
2006-11-08,457,"$238,225.00"
2006-11-09,468,"$242,825.00"
2006-11-10,488,"$256,925.00"
2006-11-11,505,"$268,275.00"
2006-11-12,514,"$275,575.00"
2006-11-13,524,"$286,800.00"
2006-11-14,542,"$298,125.00"
2006-11-15,554,"$306,975.00"
2006-11-16,564,"$316,500.00"
2006-11-17,579,"$327,125.00"
2006-11-18,596,"$338,075.00"
2006-11-19,623,"$347,250.00"
2006-11-20,642,"$363,650.00"
2006-11-21,670,"$383,650.00"
2006-11-22,675,"$387,825.00"
2006-11-23,690,"$402,350.00"
2006-11-24,706,"$414,900.00"
2006-11-25,713,"$421,425.00"
2006-11-26,727,"$435,425.00"
2006-11-27,744,"$445,925.00"
2006-11-28,749,"$452,325.00"
2006-11-29,755,"$462,150.00"
2006-11-30,774,"$479,400.00"
2006-12-01,765,"$484,025.00"
2006-12-02,699,"$455,425.00"
2006-12-03,603,"$408,550.00"
2006-12-04,576,"$393,825.00"
2006-12-05,558,"$383,800.00"
2006-12-06,564,"$387,850.00"
2006-12-07,577,"$401,875.00"
2006-12-08,578,"$407,950.00"
2006-12-09,589,"$412,975.00"
2006-12-10,607,"$419,500.00"
2006-12-11,629,"$425,150.00"
2006-12-12,641,"$436,750.00"
2006-12-13,653,"$446,525.00"
2006-12-14,656,"$448,775.00"
2006-12-15,678,"$457,450.00"
2006-12-16,683,"$464,225.00"
2006-12-17,688,"$482,075.00"
2006-12-18,706,"$491,175.00"
2006-12-19,717,"$507,300.00"
2006-12-20,734,"$529,100.00"
2006-12-21,771,"$554,975.00"
2006-12-22,806,"$580,575.00"
2006-12-23,838,"$600,675.00"
2006-12-24,884,"$630,450.00"
2006-12-25,903,"$660,200.00"
2006-12-26,933,"$676,425.00"
2006-12-27,959,"$702,450.00"
2006-12-28,992,"$730,125.00"
2006-12-29,1018,"$752,575.00"
2006-12-30,1053,"$778,700.00"
2006-12-31,1076,"$791,125.00"
2007-01-01,1092,"$803,750.00"
2007-01-02,1095,"$806,125.00"
2007-01-03,1092,"$813,425.00"
2007-01-04,1100,"$827,450.00"
2007-01-05,1112,"$834,925.00"
2007-01-06,1106,"$832,300.00"
2007-01-07,1101,"$830,750.00"
2007-01-08,1084,"$832,950.00"
2007-01-09,1073,"$830,275.00"
2007-01-10,1061,"$825,825.00"
2007-01-11,1061,"$828,325.00"
2007-01-12,1040,"$824,750.00"
2007-01-13,1036,"$824,900.00"
2007-01-14,1022,"$814,275.00"
2007-01-15,1004,"$804,650.00"
2007-01-16,991,"$789,400.00"
2007-01-17,994,"$781,000.00"
2007-01-18,956,"$753,500.00"
2007-01-19,911,"$715,450.00"
2007-01-20,882,"$700,000.00"
2007-01-21,854,"$687,575.00"
2007-01-22,839,"$665,875.00"
2007-01-23,837,"$672,575.00"
2007-01-24,820,"$653,600.00"
2007-01-25,795,"$627,525.00"
2007-01-26,766,"$600,050.00"
2007-01-27,740,"$575,475.00"
2007-01-28,724,"$565,775.00"
2007-01-29,711,"$558,400.00"
2007-01-30,694,"$547,900.00"
2007-01-31,694,"$537,850.00"
2007-02-01,699,"$529,050.00"
2007-02-02,691,"$517,700.00"
2007-02-03,684,"$514,300.00"
2007-02-04,682,"$517,775.00"
2007-02-05,674,"$505,100.00"
2007-02-06,676,"$498,925.00"
2007-02-07,677,"$492,000.00"
2007-02-08,677,"$487,425.00"
2007-02-09,681,"$483,100.00"
2007-02-10,689,"$480,575.00"
2007-02-11,690,"$475,125.00"
2007-02-12,693,"$474,250.00"
2007-02-13,682,"$466,200.00"
2007-02-14,675,"$463,125.00"
2007-02-15,678,"$462,600.00"
2007-02-16,681,"$468,925.00"
2007-02-17,683,"$466,850.00"
2007-02-18,660,"$445,250.00"
2007-02-19,657,"$442,425.00"
2007-02-20,642,"$428,550.00"
2007-02-21,647,"$434,175.00"
2007-02-22,651,"$433,775.00"
2007-02-23,661,"$439,350.00"
2007-02-24,662,"$435,350.00"
2007-02-25,654,"$428,150.00"
2007-02-26,648,"$425,650.00"
2007-02-27,655,"$433,300.00"
2007-02-28,660,"$442,275.00"
2007-03-01,650,"$433,750.00"
2007-03-02,644,"$429,725.00"
2007-03-03,644,"$429,975.00"
2007-03-04,640,"$427,275.00"
2007-03-05,650,"$432,750.00"
2007-03-06,653,"$435,300.00"
2007-03-07,689,"$460,100.00"
2007-03-08,707,"$468,750.00"
2007-03-09,748,"$487,375.00"
2007-03-10,759,"$503,800.00"
2007-03-11,764,"$510,125.00"
2007-03-12,770,"$518,575.00"
2007-03-13,823,"$538,300.00"
2007-03-14,852,"$567,325.00"
2007-03-15,859,"$574,250.00"
2007-03-16,943,"$617,125.00"
2007-03-17,970,"$635,625.00"
2007-03-18,995,"$649,575.00"
2007-03-19,1016,"$661,775.00"
2007-03-20,1069,"$696,100.00"
2007-03-21,1076,"$698,750.00"
2007-03-22,1082,"$699,800.00"
2007-03-23,1072,"$696,550.00"
2007-03-24,1073,"$710,400.00"
2007-03-25,1067,"$709,350.00"
2007-03-26,1083,"$718,400.00"
2007-03-27,1165,"$761,650.00"
2007-03-28,1304,"$863,275.00"
2007-03-29,1345,"$901,200.00"
2007-03-30,1393,"$936,825.00"
2007-03-31,1406,"$939,825.00"
2007-04-01,1418,"$944,300.00"
2007-04-02,1444,"$956,900.00"
2007-04-03,1452,"$962,875.00"
2007-04-04,1452,"$954,575.00"
2007-04-05,1475,"$964,650.00"
2007-04-06,1461,"$965,925.00"
2007-04-07,1461,"$954,875.00"
2007-04-08,1485,"$966,675.00"
2007-04-09,1497,"$969,875.00"
2007-04-10,1484,"$957,975.00"
2007-04-11,1757,"$1,104,625.00"
2007-04-12,1923,"$1,249,050.00"
2007-04-13,1953,"$1,288,300.00"
2007-04-14,1994,"$1,326,300.00"
2007-04-15,2035,"$1,366,175.00"
2007-04-16,2096,"$1,407,825.00"
2007-04-17,2078,"$1,401,500.00"
2007-04-18,2106,"$1,425,800.00"
2007-04-19,2131,"$1,455,975.00"
2007-04-20,2155,"$1,472,000.00"
2007-04-21,2166,"$1,483,200.00"
2007-04-22,2194,"$1,496,125.00"
2007-04-23,2237,"$1,519,750.00"
2007-04-24,2189,"$1,502,925.00"
2007-04-25,2082,"$1,410,175.00"
2007-04-26,2091,"$1,406,625.00"
2007-04-27,2082,"$1,398,000.00"
2007-04-28,2096,"$1,419,825.00"
2007-04-29,2109,"$1,425,275.00"
2007-04-30,2119,"$1,423,075.00"
2007-05-01,2129,"$1,430,375.00"
2007-05-02,2129,"$1,439,975.00"
2007-05-03,2127,"$1,441,625.00"
2007-05-04,2135,"$1,449,100.00"
2007-05-05,2144,"$1,469,300.00"
2007-05-06,2138,"$1,466,275.00"
2007-05-07,2147,"$1,480,025.00"
2007-05-08,2149,"$1,500,600.00"
2007-05-09,1869,"$1,341,700.00"
2007-05-10,1710,"$1,208,000.00"
2007-05-11,1626,"$1,148,825.00"
2007-05-12,1583,"$1,114,750.00"
2007-05-13,1545,"$1,074,625.00"
2007-05-14,1481,"$1,030,025.00"
2007-05-15,1454,"$1,011,150.00"
2007-05-16,1445,"$989,200.00"
2007-05-17,1413,"$964,775.00"
2007-05-18,1417,"$965,525.00"
2007-05-19,1416,"$956,325.00"
2007-05-20,1419,"$963,475.00"
2007-05-21,1395,"$949,800.00"
2007-05-22,1390,"$938,775.00"
2007-05-23,1378,"$935,450.00"
2007-05-24,1361,"$915,850.00"
2007-05-25,1355,"$907,900.00"
2007-05-26,1337,"$890,600.00"
2007-05-27,1341,"$890,200.00"
2007-05-28,1339,"$899,100.00"
2007-05-29,1375,"$913,975.00"
2007-05-30,1435,"$945,650.00"
2007-05-31,1449,"$959,025.00"
2007-06-01,1442,"$946,000.00"
2007-06-02,1468,"$951,325.00"
2007-06-03,1506,"$974,475.00"
2007-06-04,1546,"$985,350.00"
2007-06-05,1570,"$989,725.00"
2007-06-06,1688,"$1,062,575.00"
2007-06-07,1773,"$1,114,650.00"
2007-06-08,1794,"$1,120,375.00"
2007-06-09,1826,"$1,142,425.00"
2007-06-10,1837,"$1,160,450.00"
2007-06-11,1892,"$1,199,825.00"
2007-06-12,1928,"$1,216,175.00"
2007-06-13,1936,"$1,227,525.00"
2007-06-14,1972,"$1,244,250.00"
2007-06-15,1983,"$1,253,425.00"
2007-06-16,2006,"$1,258,875.00"
2007-06-17,2009,"$1,259,375.00"
2007-06-18,2030,"$1,279,600.00"
2007-06-19,2026,"$1,279,000.00"
2007-06-20,2023,"$1,282,475.00"
2007-06-21,2022,"$1,293,225.00"
2007-06-22,2040,"$1,311,950.00"
2007-06-23,2045,"$1,315,600.00"
2007-06-24,2048,"$1,325,700.00"
2007-06-25,2045,"$1,329,775.00"
2007-06-26,2031,"$1,322,050.00"
2007-06-27,1985,"$1,290,875.00"
2007-06-28,1972,"$1,283,025.00"
2007-06-29,2026,"$1,303,300.00"
2007-06-30,2026,"$1,287,325.00"
2007-07-01,2015,"$1,271,600.00"
2007-07-02,1997,"$1,261,350.00"
2007-07-03,1959,"$1,244,625.00"
2007-07-04,1885,"$1,203,425.00"
2007-07-05,1834,"$1,169,100.00"
2007-07-06,1863,"$1,190,500.00"
2007-07-07,1846,"$1,174,475.00"
2007-07-08,1846,"$1,167,875.00"
2007-07-09,1805,"$1,138,375.00"
2007-07-10,1784,"$1,126,800.00"
2007-07-11,1783,"$1,127,225.00"
2007-07-12,1765,"$1,118,250.00"
2007-07-13,1769,"$1,114,900.00"
2007-07-14,1784,"$1,142,225.00"
2007-07-15,1798,"$1,156,100.00"
2007-07-16,1803,"$1,152,325.00"
2007-07-17,1805,"$1,151,850.00"
2007-07-18,1823,"$1,154,475.00"
2007-07-19,1843,"$1,163,400.00"
2007-07-20,1843,"$1,156,875.00"
2007-07-21,1865,"$1,167,850.00"
2007-07-22,1856,"$1,157,550.00"
2007-07-23,1876,"$1,155,400.00"
2007-07-24,1883,"$1,157,650.00"
2007-07-25,1861,"$1,151,800.00"
2007-07-26,1868,"$1,149,800.00"
2007-07-27,1842,"$1,149,425.00"
2007-07-28,1819,"$1,139,550.00"
2007-07-29,1785,"$1,123,250.00"
2007-07-30,1766,"$1,113,575.00"
2007-07-31,1769,"$1,115,025.00"
2007-08-01,1749,"$1,085,125.00"
2007-08-02,1758,"$1,074,250.00"
2007-08-03,1706,"$1,041,750.00"
2007-08-04,1691,"$1,026,075.00"
2007-08-05,1682,"$1,020,475.00"
2007-08-06,1682,"$1,017,775.00"
2007-08-07,1691,"$1,026,650.00"
2007-08-08,1672,"$1,015,325.00"
2007-08-09,1677,"$1,015,500.00"
2007-08-10,1654,"$1,003,950.00"
2007-08-11,1615,"$971,475.00"
2007-08-12,1583,"$945,950.00"
2007-08-13,1551,"$931,825.00"
2007-08-14,1561,"$935,650.00"
2007-08-15,1566,"$943,400.00"
2007-08-16,1533,"$922,150.00"
2007-08-17,1504,"$903,625.00"
2007-08-18,1506,"$900,000.00"
2007-08-19,1506,"$900,325.00"
2007-08-20,1464,"$886,200.00"
2007-08-21,1452,"$890,225.00"
2007-08-22,1497,"$921,475.00"
2007-08-23,1558,"$978,300.00"
