partner_id,partner_name,country,funded_amount,number_funded,average,percent_of_funded_amount,percent_of_number_funded
394,Quang Binh Women Development Fund,Vietnam,438600,812,540.1477832512315271,0.00323901170264676218,0.00451741038893123188
231,ID Ghana,Ghana,809850,784,1032.9719387755102041,0.00598065122523593331,0.00436163761689912044
148,Association for Rural Development (ARD),Sierra Leone,992500,783,1267.5606641123882503,0.00732950094591179084,0.00435607430361225932
334,Belghoria Janakalyan Samity,India,198900,757,262.7476882430647292,0.00146885414422353169,0.00421142815815387012
241,People's Forum,India,400125,746,536.3605898123324397,0.00295487815212388444,0.00415023171199839777
120,Asociación Alternativa Para el Desarrollo Integral de las Mujeres (ADIM),Nicaragua,719700,724,994.0607734806629834,0.00531490360783145176,0.00402783881968745306
161,Urwego Opportunity Bank,Rwanda,3125900,723,4323.5131396957123098,0.02308442015801074760,0.00402227550640059194
302,myAgro,Mali,187225,719,260.3963838664812239,0.00138263558145927964,0.00400002225325314744
357,Alivio Capital,Mexico,479700,707,678.5007072135785007,0.00354253058312734112,0.00393326249381081397
438,Réseau de Micro-institutions de Croissance de Revenus (RMCR),Mali,1650600,690,2392.1739130434782609,0.01218949547740252087,0.00383868616793417488
118,Prisma Honduras,Honduras,530550,668,794.2365269461077844,0.00391805211773652456,0.00371629327562323017
217,ACEP Cameroun,Cameroon,240400,666,360.9609609609609610,0.00177532697974528415,0.00370516664904950792
130,Vision Fund Mexico,Mexico,2621875,652,4021.2806748466257669,0.01936225218394204193,0.00362728026303345220
215,Arvand,Tajikistan,309200,642,481.6199376947040498,0.00228340724682712920,0.00357164713016484097
110,Emprender,Bolivia,1303950,640,2037.4218750000000000,0.00962952418984552107,0.00356052050359111873
440,Together Association for Development and Environment (TADE),Egypt,501100,630,795.3968253968253968,0.00370056717783012432,0.00350488737072250750
198,Maya,Turkey,263875,621,424.9194847020933977,0.00194868721622415497,0.00345481755114075739
201,Organizacion de Desarrollo Empresarial Femenino (ODEF),Honduras,434950,615,707.2357723577235772,0.00321205686289605383,0.00342143767141959065
106,Hattha Kaksekar Limited (HKL),Cambodia,481600,610,789.5081967213114754,0.00355656186957291533,0.00339362110498528504
117,VisionFund Rwanda,Rwanda,1392275,594,2343.8973063973063973,0.01028179438737464846,0.00330460809239550707
115,Vitas - Lebanon,Lebanon,455700,565,806.5486725663716814,0.00336529328065693006,0.00314327200707653450
243,Kaebauk Investimentu no Finansas,Timor-Leste,507400,559,907.6923076923076923,0.00374709196972860723,0.00310989212735536776
105,CAURIE Microfinance,Senegal,1396400,516,2706.2015503875968992,0.01031225704873675036,0.00287066965602033947
181,Credo,Georgia,748875,509,1471.2671905697445972,0.00553035770364704520,0.00283172646301231161
381,MicroLoan Foundation (MLF) Malawi,Malawi,385650,477,808.4905660377358491,0.00284798190407141777,0.00265370043783275568
159,Cooperativa San Jose,Ecuador,398100,468,850.6410256410256410,0.00293992375472794351,0.00260363061825100557
398,Agence Communautaire pour le Financement de la Micro Entreprise (ACFIME),Burkina Faso,737225,455,1620.2747252747252747,0.00544432376307286650,0.00253130754552181097
59,Fundación Pro Mujer,Bolivia,2128900,441,4827.4376417233560091,0.01572168721788575468,0.00245342115950575525
55,Friendship Bridge,Guatemala,1790300,437,4096.7963386727688787,0.01322116427553237193,0.00243116790635831076
367,Thrive Microfinance,Zimbabwe,541975,426,1272.2417840375586854,0.00400242445860004316,0.00236997146020283840
416,Proximity Designs,Myanmar (Burma),760375,423,1797.5768321513002364,0.00561528391108078384,0.00235328152034225503
239,Agro & Social Fund,Albania,477800,410,1165.3658536585365854,0.00352849929668176692,0.00228095844761306043
97,FAPE,Guatemala,364975,405,901.1728395061728395,0.00269529935288076157,0.00225314188117875482
160,Hekima,Congo (Dem. Rep.),1714875,390,4397.1153846153846154,0.01266415912808109050,0.00216969218187583797
329,Impact Carbon,Uganda,461900,379,1218.7335092348284960,0.00341107958379511959,0.00210849573572036562
240,KosInvest,Kosovo,447925,375,1194.4666666666666667,0.00330787577954411981,0.00208624248257292113
129,Tanaoba Lais Manekat Foundation (TLM),Indonesia,266400,371,718.0592991913746631,0.00196733405742156280,0.00206398922942547664
462,Al Ibdaa Microfinance,Palestine,527925,369,1430.6910569105691057,0.00389866678777882335,0.00205286260285175439
404,Ibdaa Microfinance,Lebanon,387850,363,1068.4573002754820937,0.00286422865679787212,0.00201948272313058765
457,Cooperativa de Ahorro y Crédito Mujeres Unidas (CACMU),Ecuador,242975,343,708.3819241982507289,0.00179434306532283867,0.00190821645739336519
393,TerraClear Development,Lao PDR,245450,343,715.5976676384839650,0.00181262066214009981,0.00190821645739336519
187,Micro Start/AFD,Burkina Faso,269025,331,812.7643504531722054,0.00198671938737926401,0.00184145669795103172
484,Cooperativa de Ahorro y Crédito Norandino,Peru,314775,321,980.6074766355140187,0.00232457799521348510,0.00178582356508242049
402,Programme d'Appui aux Initiatives de Développement Economique au Kivu (PAIDEK),Congo (Dem. Rep.),409050,320,1278.2812500000000000,0.00302078827398006856,0.00178026025179555936
182,BRAC Liberia,Liberia,121925,316,385.8386075949367089,0.00090040242098770287,0.00175800699864811487
140,CIDRE,Bolivia,812425,289,2811.1591695501730104,0.00599966731081348783,0.00160779753990286455
305,Camfed Zimbabwe,Zimbabwe,170500,280,608.9285714285714286,0.00125912333630021193,0.00155772772032111444
62,Patan Business and Professional Women,Nepal,99325,279,356.0035842293906810,0.00073350396116139912,0.00155216440703425332
219,Rekan Usaha Mikro Anda (Ruma),Indonesia,153950,263,585.3612167300380228,0.00113690344647165763,0.00146315139444447535
56,Aqroinvest Credit Union,Azerbaijan,323850,260,1245.5769230769230769,0.00239159585021010928,0.00144646145458389198
363,M7 Microfinance Institution,Vietnam,586750,259,2265.4440154440154440,0.00433308280102140380,0.00144089814129703086
279,TECNOSOL,Nicaragua,163550,247,662.1457489878542510,0.00120779836745982206,0.00137413838185469738
271,Nuru Energy,Rwanda,63575,243,261.6255144032921811,0.00046949422935651597,0.00135188512870725289
65,BRAC Uganda,Uganda,183450,239,767.5732217573221757,0.00135475763075820456,0.00132963187555980840
452,African Clean Energy (ACE),Lesotho,196475,224,877.1205357142857143,0.00145094579178641723,0.00124618217625689155
183,BRAC Sierra Leone,Sierra Leone,56150,220,255.2272727272727273,0.00041466143890473255,0.00122392892310944706
275,ERES Energía Renovable,Mexico,69350,214,324.0654205607476636,0.00051214195526345863,0.00119054904338828032
389,SEED Center Philippines,Philippines,127250,213,597.4178403755868545,0.00093972694747332532,0.00118498573010141920
26,Hope Ukraine,Ukraine,252350,210,1201.6666666666666667,0.00186357638660034299,0.00116829579024083583
379,Camfed Tanzania,Tanzania,156200,195,801.0256410256410256,0.00115351944357825867,0.00108484609093791899
449,Dr. Bronner's / Serendipalm,Ghana,33075,187,176.8716577540106952,0.00024425515746703525,0.00104033958464303000
294,Kubo.financiero,Mexico,107500,180,597.2222222222222222,0.00079387541731538289,0.00100139639163500214
205,Al-Amal Microfinance Bank,Yemen,83100,179,464.2458100558659218,0.00061368415980379831,0.00099583307834814102
342,Entrepreneurs du Monde - Anh Chi Em,Vietnam,288600,173,1668.2080924855491329,0.00213127856220669303,0.00096245319862697428
458,Camfed Ghana,Ghana,45325,171,265.0584795321637427,0.00033472003060297423,0.00095132657205325203
328,Pana Pana,Nicaragua,119500,169,707.1005917159763314,0.00088249406855058842,0.00094019994547952979
150,FUDECOSUR,Costa Rica,172775,157,1100.4777070063694268,0.00127592395559688631,0.00087344018603719631
162,Turame Community Finance,Burundi,455575,153,2977.6143790849673203,0.00336437016970656334,0.00085118693288975182
473,Asante Kenya Foundation,Kenya,49800,152,327.6315789473684211,0.00036776740262610296,0.00084562361960289070
441,Kepler,Rwanda,45150,151,299.0066225165562914,0.00033342767527246081,0.00084006030631602957
466,Digital Divide Data (DDD),Kenya,75500,151,500.0000000000000000,0.00055755901402150147,0.00084006030631602957
82,Koperasi Mitra Usaha Kecil (MUK),Indonesia,170375,140,1216.9642857142857143,0.00125820022534984520,0.00077886386016055722
454,Smart Credit,Moldova,225575,138,1634.6014492753623188,0.00166584602103179065,0.00076773723358683498
61,MAXIMA Microfinance,Cambodia,129125,128,1008.7890625000000000,0.00095357361172882619,0.00071210410071822375
263,Nazava Water Filters,Indonesia,123075,126,976.7857142857142857,0.00090889504173107673,0.00070097747414450150
380,Fonkoze - Zafèn,Haiti,243700,120,2030.8333333333333333,0.00179969710883496567,0.00066759759442333476
96,Fundación León 2000,Nicaragua,225400,118,1910.1694915254237288,0.00166455366570127723,0.00065647096784961252
411,South Pacific Business Development (SPBD) - Solomon Islands,Solomon Islands,116000,116,1000.0000000000000000,0.00085664696194032014,0.00064534434127589027
258,Sanergy,Kenya,46050,111,414.8648648648648649,0.00034007407411510123,0.00061752777484158465
127,EDESA,Costa Rica,170350,110,1548.6363636363636364,0.00125801560315977186,0.00061196446155472353
226,Sistema Biobolsa,Mexico,108100,110,982.7272727272727273,0.00079830634987714316,0.00061196446155472353
57,Salone Microfinance Trust (SMT),Sierra Leone,69650,103,676.2135922330097087,0.00051435742154433877,0.00057302126854669567
281,Rent-to-Own,Zambia,74550,101,738.1188118811881188,0.00055054337079871436,0.00056189464197297342
40,Grounded and Holistic Approach for People's Empowerment (GHAPE),Cameroon,54050,100,540.5000000000000000,0.00039915317493857158,0.00055633132868611230
435,Fondesurco,Peru,72200,97,744.3298969072164948,0.00053318888493181995,0.00053964138882552893
464,Banco do Povo Crédito Solidario,Brazil,210700,91,2315.3846153846153846,0.00155599581793815046,0.00050626150910436219
433,Untu Microfinance,Zimbabwe,60300,88,685.2272727272727273,0.00044530872245690780,0.00048957156924377882
326,American University of Central Asia,Kyrgyzstan,93500,85,1100.0000000000000000,0.00069048699087430977,0.00047288162938319546
390,Soluz Honduras,Honduras,58700,85,690.5882352941176471,0.00043349290229221373,0.00047288162938319546
418,Ghana Women Fund,Ghana,54475,76,716.7763157894736842,0.00040229175216981844,0.00042281180980144535
445,Siza Capital,South Africa,132875,73,1820.2054794520547945,0.00098126694023982792,0.00040612186994086198
44,Esperanza International Dominican Republic,Dominican Republic,121050,71,1704.9295774647887324,0.00089394064433513580,0.00039499524336713973
295,PAC,Nicaragua,69375,71,977.1126760563380282,0.00051232657745353198,0.00039499524336713973
190,Fundación Alternativa,Ecuador,87800,69,1272.4637681159420290,0.00064839313153758714,0.00038386861679341749
392,ASA Initiative,Ghana,210850,69,3055.7971014492753623,0.00155710355107859053,0.00038386861679341749
339,Habitat for Humanity Mexico,Mexico,115450,69,1673.1884057971014493,0.00085258527375870655,0.00038386861679341749
279,TECNOSOL,Honduras,38600,66,584.8484848484848485,0.00028505666147324446,0.00036717867693283412
210,Zoona,Zambia,132100,65,2032.3076923076923077,0.00097554365234755423,0.00036161536364597300
384,Kingsbridge Microfinance,Ghana,61150,61,1002.4590163934426230,0.00045158587691940152,0.00033936211049852850
210,Zoona,Malawi,99750,61,1635.2459016393442623,0.00073664253839264598,0.00033936211049852850
465,Asociación ONG Avansar,Colombia,34900,58,601.7241379310344828,0.00025773257734238942,0.00032267217063794513
432,MicroCred China,China,132025,53,2491.0377358490566038,0.00097498978577733419,0.00029485560420363952
127,EDESA,Panama,67175,53,1267.4528301886792453,0.00049607982472707763,0.00029485560420363952
262,Junior Achievement Kenya,Kenya,22500,52,432.6923076923076923,0.00016615997106601037,0.00028929229091677840
298,FUNDAPEC,Dominican Republic,275725,50,5514.5000000000000000,0.00203619813431892043,0.00027816566434305615
407,Kamworks,Cambodia,29875,48,622.3958333333333333,0.00022062351713764710,0.00026703903776933390
309,African Solar Rise,Tanzania,25325,47,538.8297872340425532,0.00018702227854429834,0.00026147572448247278
472,Hilltribe Organics Limited,Thailand,154400,44,3509.0909090909090909,0.00114022664589297784,0.00024478578462188941
413,Priminvestnord,Moldova,110600,43,2572.0930232558139535,0.00081676856888447765,0.00023922247133502829
301,Ecoblock International,Mexico,54775,41,1335.9756097560975610,0.00040450721845069858,0.00022809584476130604
468,iDE Mozambique,Mozambique,25925,41,632.3170731707317073,0.00019145321110605862,0.00022809584476130604
175,Koret Israel Economic Development Funds (KIEDF),Israel,152775,39,3917.3076923076923077,0.00112822620353821042,0.00021696921818758380
289,Arab Center for Agriculture Development (ACAD),Palestine,94000,37,2540.5405405405405405,0.00069417943467577666,0.00020584259161386155
397,Burn Manufacturing,Kenya,162550,36,4515.2777777777777778,0.00120041347985688826,0.00020027927832700043
361,Fairtrasa International,Peru,48050,36,1334.7222222222222222,0.00035484384932096882,0.00020027927832700043
225,Novica,Peru,61550,36,1709.7222222222222222,0.00045453983196057504,0.00020027927832700043
122,Vitas - Palestine,Palestine,93600,35,2674.2857142857142857,0.00069122547963460315,0.00019471596504013931
459,SGS Soluciones Patrimoniales,Mexico,36575,35,1045.0000000000000000,0.00027010226407730353,0.00019471596504013931
436,Takamoto Biogas,Kenya,25500,34,750.0000000000000000,0.00018831463387481175,0.00018915265175327818
211,Maharishi Education for Invincibility Trust,South Africa,42650,34,1254.4117647058823529,0.00031496545626512633,0.00018915265175327818
365,Nke-Anyi Farmers Multipurpose Cooperative Society,Nigeria,36950,33,1119.6969696969696970,0.00027287159692840370,0.00018358933846641706
487,Siam Organic,Thailand,22200,33,672.7272727272727273,0.00016394450478513023,0.00018358933846641706
225,Novica,Indonesia,89350,31,2882.2580645161290323,0.00065983970732213452,0.00017246271189269481
448,COCAFCAL,Honduras,82625,30,2754.1666666666666667,0.00061017633819240475,0.00016689939860583369
466,Digital Divide Data (DDD),Cambodia,5425,30,180.8333333333333333,0.000040063015245915834067,0.00016689939860583369
346,Grameen Ghana,Ghana,83600,30,2786.6666666666666667,0.00061737660360526520,0.00016689939860583369
481,Entrepreneurs du Monde - Sont Oo Tehtwin,Myanmar (Burma),50375,29,1737.0689655172413793,0.00037201371299778989,0.00016133608531897257
368,El Buen Socio,Mexico,42325,29,1459.4827586206896552,0.00031256536779417284,0.00016133608531897257
417,Emerging Cooking Solutions Zambia,Zambia,45425,27,1682.4074074074074074,0.00033545851936326761,0.00015020945874525032
108,UIMCEC,Senegal,10175,27,376.8518518518518519,0.000075141231359851356982,0.00015020945874525032
446,Asociación de Productores de Tara del Norte (APTN),Peru,40025,25,1601.0000000000000000,0.00029558012630742512,0.00013908283217152808
480,D and E Green Enterprises,Haiti,23500,25,940.0000000000000000,0.00017354485866894417,0.00013908283217152808
439,Soieries du Mékong,Cambodia,12250,24,510.4166666666666667,0.000090464873135938980151,0.00013351951888466695
273,Maya Mountain Cacao,Belize,10525,23,457.6086956521739130,0.000077725942020878184987,0.00012795620559780583
317,Fundación CREHO,Honduras,48425,23,2105.4347826086956522,0.00035761318217206899,0.00012795620559780583
366,Mozambikes,Mozambique,2375,22,107.9545454545454545,0.000017539108056967761458,0.00012239289231094471
358,Instituto Peruano de Fomento Educativo,Peru,70975,21,3379.7619047619047619,0.00052414239761822605,0.00011682957902408358
401,Konfío,Mexico,22075,21,1051.1904761904761905,0.00016302139383476351,0.00011682957902408358
238,WSDS-Initiate,India,34425,21,1639.2857142857142857,0.00025422475573099587,0.00011682957902408358
469,Moringa School,Kenya,41350,20,2067.5000000000000000,0.00030536510238131239,0.00011126626573722246
274,Yellow Leaf Hammocks,Thailand,42675,20,2133.7500000000000000,0.00031515007845519967,0.00011126626573722246
300,SEVA Microfinance Institute,Suriname,41975,20,2098.7500000000000000,0.00030998065713314602,0.00011126626573722246
351,BagoSphere,Philippines,7500,20,375.0000000000000000,0.000055386657022003457235,0.00011126626573722246
322,iSmart Kenya,Kenya,21450,18,1191.6666666666666667,0.00015840583908292989,0.00010013963916350021
131,Accion East,United States,97175,17,5716.1764705882352941,0.00071762645281509146,0.000094576325876639091177
225,Novica,Ghana,19550,16,1221.8750000000000000,0.000144374552637355678526,0.000089013012589777968167
369,Asociación Chajulense de Mujeres (ACMUV),Guatemala,56825,15,3788.3333333333333333,0.00041964623803671286,0.000083449699302916845156
356,iSchool Zambia,Zambia,24625,15,1641.6666666666666667,0.00018185285722224468,0.000083449699302916845156
319,African Entrepreneur Collective (AEC),Rwanda,172825,14,12344.642857142857,0.00127629319997703300,0.000077886386016055722146
488,RISE Tanzania,Tanzania,2450,14,175.0000000000000000,0.000018092974627187796030,0.000077886386016055722146
395,Solar and Energy Loan Fund (SELF),United States,91925,13,7071.1538461538461538,0.00067885579289968904,0.000072323072729194599135
249,Accion San Diego,United States,39200,13,3015.3846153846153846,0.00028948759403500474,0.000072323072729194599135
430,EthicCapital Credit Union,Georgia,24400,12,2033.3333333333333333,0.00018019125751158458,0.000066759759442333476125
225,Novica,Mexico,33400,12,2783.3333333333333333,0.00024665524593798873,0.000066759759442333476125
499,Chamroeun Microfinance Limited,Cambodia,5650,12,470.8333333333333333,0.000041724614956575937784,0.000066759759442333476125
210,Zoona,Mozambique,17950,11,1631.8181818181818182,0.000132558732472661607649,0.000061196446155472353115
475,Viogaz,Costa Rica,14100,10,1410.0000000000000000,0.000104126915201366499602,0.000055633132868611230104
225,Novica,Thailand,22250,10,2225.0000000000000000,0.00016431374916527692,0.000055633132868611230104
397,Burn Manufacturing,Tanzania,65000,10,6500.0000000000000000,0.00048001769419069663,0.000055633132868611230104
225,Novica,Guatemala,13500,10,1350.0000000000000000,0.000099695982639606223023,0.000055633132868611230104
227,Agro Capital Management,Ukraine,39100,9,4344.4444444444444444,0.00028874910527471136,0.000050069819581750107094
290,UpEnergy,Uganda,36550,9,4061.1111111111111111,0.00026991764188723018,0.000050069819581750107094
242,Mahashakti Foundation,India,19750,9,2194.4444444444444444,0.000145851530157942437386,0.000050069819581750107094
325,Kaaba Microfinance Institution,Somalia,63200,8,7900.0000000000000000,0.00046672489650541580,0.000044506506294888984083
292,Fundación Namaste Guatemaya,Guatemala,13375,8,1671.8750000000000000,0.000098772871689239498736,0.000044506506294888984083
225,Novica,India,12350,7,1764.2857142857142857,0.000091203361896232359581,0.000038943193008027861073
483,Camfed Zambia,Zambia,1850,7,264.2857142857142857,0.000013662042065427519451,0.000038943193008027861073
451,Specific Union for Farmer Women in Jordan,Jordan,16250,6,2708.3333333333333333,0.000120004423547674157343,0.000033379879721166738063
276,One Degree Solar,Kenya,50950,6,8491.6666666666666667,0.00037626002336947682,0.000033379879721166738063
423,Yayasan Rumah Energi,Indonesia,10300,6,1716.6666666666666667,0.000076064342310218081270,0.000033379879721166738063
287,Youth Initiative for Community Empowerment,Uganda,2700,6,450.0000000000000000,0.000019939196527921244605,0.000033379879721166738063
415,Socios en Salud Perú (Partners in Health),Peru,2975,6,495.8333333333333333,0.000021970040618728038037,0.000033379879721166738063
456,Vasham,Indonesia,20100,5,4020.0000000000000000,0.00014843624081896927,0.000027816566434305615052
507,Aldea Global,Nicaragua,4675,5,935.0000000000000000,0.000034524349543715488343,0.000027816566434305615052
285,Jerusalem Interest-Free Microfinance Fund,Israel,17275,4,4318.7500000000000000,0.000127573933340681296498,0.000022253253147444492042
412,The Alliance for Artisan Enterprise at The Aspen Institute,China,32000,4,8000.0000000000000000,0.00023631640329388142,0.000022253253147444492042
437,Elephant Energy,Namibia,17425,4,4356.2500000000000000,0.000128681666481121365643,0.000022253253147444492042
218,Strathmore University,Kenya,46425,4,11606.2500000000000000,0.00034284340696620140,0.000022253253147444492042
372,Wedu,Cambodia,7200,3,2400.0000000000000000,0.000053171190741123318946,0.000016689939860583369031
316,Intersect Fund,United States,16500,3,5500.0000000000000000,0.000121850645448407605917,0.000016689939860583369031
424,Local Alike,Thailand,4825,2,2412.5000000000000000,0.000035632082684155557488,0.000011126626573722246021
405,Housing Finance Foundation,Kenya,2750,2,1375.0000000000000000,0.000020308440908067934320,0.000011126626573722246021
429,NESsT,Peru,50000,2,25000.000000000000,0.00036924438014668971,0.000011126626573722246021
479,Pomona Impact,Guatemala,22700,2,11350.0000000000000000,0.00016763694858659713,0.000011126626573722246021
315,Yunus Social Business (YSB),Brazil,50000,2,25000.000000000000,0.00036924438014668971,0.000011126626573722246021
382,Microfy,Israel,5250,2,2625.0000000000000000,0.000038770659915402420065,0.000011126626573722246021
427,Adobe Capital - Mexico,Mexico,25000,1,25000.000000000000,0.00018462219007334486,0.000005563313286861123010
350,Fledge,Tanzania,20000,1,20000.000000000000,0.00014769775205867589,0.000005563313286861123010
476,VisionSpring,Senegal,3000,1,3000.0000000000000000,0.000022154662808801382894,0.000005563313286861123010
477,Unreasonable Institute,Colombia,30100,1,30100.000000000000,0.00022228511684830721,0.000005563313286861123010
477,Unreasonable Institute,Kenya,10000,1,10000.0000000000000000,0.000073848876029337942980,0.000005563313286861123010
412,The Alliance for Artisan Enterprise at The Aspen Institute,Uganda,10000,1,10000.0000000000000000,0.000073848876029337942980,0.000005563313286861123010
412,The Alliance for Artisan Enterprise at The Aspen Institute,India,8000,1,8000.0000000000000000,0.000059079100823470354384,0.000005563313286861123010
482,"N/A, direct to Mavuno Harvest",Uganda,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
412,The Alliance for Artisan Enterprise at The Aspen Institute,Afghanistan,8000,1,8000.0000000000000000,0.000059079100823470354384,0.000005563313286861123010
408,Agora Partnerships,Peru,35000,1,35000.000000000000,0.00025847106610268280,0.000005563313286861123010
485,Building Markets,Myanmar (Burma),10000,1,10000.0000000000000000,0.000073848876029337942980,0.000005563313286861123010
486,"N/A, direct to Sosai Renewable Energy",Nigeria,35000,1,35000.000000000000,0.00025847106610268280,0.000005563313286861123010
408,Agora Partnerships,Panama,30000,1,30000.000000000000,0.00022154662808801383,0.000005563313286861123010
408,Agora Partnerships,Colombia,40000,1,40000.000000000000,0.00029539550411735177,0.000005563313286861123010
489,"N/A, direct to CookClean Ghana",Ghana,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
